fieldid,instance_id,path,category,field,participants,items,units,sexed,coding,notes,link,excluded,cat_mult_indicator_fields,cat_single_to_cat_mult,date_convert,valuetype,allow_regression
2149,2,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Sexual factors,100056,Lifetime number of sexual partners,452365,515019,,Unisex,100291,"ACE touchscreen question ""About how many sexual partners have you had in your lifetime?"" The following checks were performed:  If answer   If answer > 99997 then rejected  If answer > 99 then participant asked to confirm   If the participant activated the Help button they were shown the message:     Sexual intercourse includes vaginal, oral or anal intercourse. If you are unsure, please provide an estimate or select Do not know.      ~F2149~ was collected from all participants except those who indicated they never had had sexual intercourse, as defined by their answers to ~F2139~",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2149,,,,,Integer,1
2159,2,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Sexual factors,100056,Ever had same-sex intercourse,452365,515019,,Unisex,100352,"ACE touchscreen question ""Have you ever had sexual intercourse with someone of the same sex?"" If the participant activated the Help button they were shown the message:     Sexual intercourse includes vaginal, oral or anal intercourse.      ~F2159~ was collected from all participants except those who indicated they never had had sexual intercourse, as defined by their answers to ~F2139~",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2159,,,,,Categorical single,1
2178,2,UK Biobank Assessment Centre > Touchscreen > Health and medical history > General health,100042,Overall health rating,501605,572231,,Unisex,100508,"ACE touchscreen question ""In general how would you rate your overall health?""",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2178,,,,,Categorical single,1
2188,2,UK Biobank Assessment Centre > Touchscreen > Health and medical history > General health,100042,"Long-standing illness, disability or infirmity",501605,572231,,Unisex,100349,"ACE touchscreen question ""Do you have any long-standing illness, disability or infirmity?""",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2188,,,,,Categorical single,1
2207,2,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Eyesight,100041,Wears glasses or contact lenses,501605,572231,,Unisex,100352,"ACE touchscreen question ""Do you wear glasses or contact lenses to correct your vision?""",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2207,,,,,Categorical single,1
2217,2,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Eyesight,100041,Age started wearing glasses or contact lenses,445516,506507,,Unisex,100291,"ACE touchscreen question ""What age did you first start to wear glasses or contact lenses?"" The following checks were performed:  If answer   If answer > Participants age then rejected  If answer    If the participant activated the Help button they were shown the message:     If you are unsure, please provide an estimate or select Do not know.      ~F2217~ was collected from participants who indicated they wear glasses or contact lenses to correct their vision, as defined by their answers to ~F2207~",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2217,,,,,Integer,1
2227,2,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Eyesight,100041,Other eye problems,501604,572230,,Unisex,100352,"ACE touchscreen question ""Do you have any other problems with your eyes or eyesight?""",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2227,,,,,Categorical single,1
2237,2,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Electronic device use,100053,Plays computer games,501604,572230,,Unisex,100639,"ACE touchscreen question ""Do you play computer games?"" If the participant activated the Help button they were shown the message:     Answer this question thinking about the past year.     ",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2237,,,,,Categorical single,1
2247,2,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Hearing,100043,Hearing difficulty/problems,498717,568460,,Unisex,100631,"ACE touchscreen question ""Do you have any difficulty with your hearing?"" The option to identify oneself as completely deaf was added in 2009 alongside the introduction of the speech-in-noise test.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2247,,,,,Categorical single,1
2257,2,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Hearing,100043,Hearing difficulty/problems with background noise,501474,572086,,Unisex,100349,"ACE touchscreen question ""Do you find it difficult to follow a conversation if there is background noise (such as TV, radio, children playing)?"" ~F2257~ was collected from all participants except those who indicated they were completely deaf, as defined by their answers to ~F2247~",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2257,,,,,Categorical single,1
2267,2,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Sun exposure,100055,Use of sun/uv protection,498717,568460,,Unisex,100536,"ACE touchscreen question ""Do you wear sun protection (e.g. sunscreen lotion, hat) when you spend time outdoors in the summer?"" If the participant activated the Help button they were shown the message:     If you are unsure, please provide an estimate or select Do not know.     ",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2267,,,,,Categorical single,1
2277,2,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Sun exposure,100055,Frequency of solarium/sunlamp use,498717,568460,times/year,Unisex,100537,"ACE touchscreen question ""How many times a year would you use a solarium or sunlamp?"" The following checks were performed:  If answer > 9999 then rejected  If answer > 400 then participant asked to confirm   If the participant activated the Help button they were shown the message:     If you are unsure, please provide an estimate or select Do not know.     ",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2277,,,,,Integer,1
2296,2,UK Biobank Assessment Centre > Touchscreen > Health and medical history > General health,100042,Falls in the last year,501604,572230,,Unisex,100539,"ACE touchscreen question ""In the last year have you had any falls?""",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2296,,,,,Categorical single,1
2306,2,UK Biobank Assessment Centre > Touchscreen > Health and medical history > General health,100042,Weight change compared with 1 year ago,501603,572229,,Unisex,100540,"ACE touchscreen question ""Compared with one year ago, has your weight changed?""",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2306,,,,,Categorical single,1
2316,2,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Breathing,100037,Wheeze or whistling in the chest in last year,501602,572228,,Unisex,100349,"ACE touchscreen question ""In the last year have you ever had wheeze or whistling in the chest?""",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2316,,,,,Categorical single,1
2335,2,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Chest pain,100039,Chest pain or discomfort,501600,572226,,Unisex,100349,"ACE touchscreen question ""Do you ever have any pain or discomfort in your chest?""",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2335,,,,,Categorical single,1
2345,2,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Cancer screening,100040,Ever had bowel cancer screening,501599,572225,,Unisex,100349,"ACE touchscreen question ""Have you ever had a screening test for bowel (colorectal) cancer? (Please include tests for blood in the stool/faeces or a colonoscopy or a sigmoidoscopy)"" If the participant activated the Help button they were shown the message:     Screening tests for bowel or colorectal cancer include:  - FOBT (faecal occult blood test) - this is when you    are given a set of cards and asked to smear a part    of your stool on three separate occasions onto the    cards and then return the cards to be tested for    blood.  - Sigmoidoscopy - a tube is used to examine the lower    bowel. This is usually done in a doctor's office    without pain relief.  - Colonoscopy - a long tube is used the examine the    whole large bowel; you would usually have to drink    a large amount of special liquid to prepare the    bowel, and you would be given a sedative medication    for the procedure.     ",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2345,,,,,Categorical single,1
2355,2,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Cancer screening,100040,Most recent bowel cancer screening,180035,202611,years,Unisex,100567,"ACE touchscreen question ""How many years ago was the most recent one of these tests?"" The following checks were performed:  If answer   If answer > Participants age - 5 years then rejected  If answer > 20 then participant asked to confirm   If the participant activated the Help button they were shown the message:     If you are unsure, please provide an estimate or select Do not know.      ~F2355~ was collected from participants who indicated they have had a screening test for bowel (colorectal) cancer, as indicated by their answers to ~F2345~",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2355,,,,,Integer,1
2365,2,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Cancer screening,100040,Ever had prostate specific antigen (PSA) test,228662,262929,,Male,100349,"ACE touchscreen question ""Have you ever had a blood test for prostate cancer (prostate specific antigen or PSA test)?"" If the participant activated the Help button they were shown the message:     If you are unsure, select Do not know.     ",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2365,,,,,Categorical single,1
2375,2,UK Biobank Assessment Centre > Touchscreen > Sex-specific factors > Male-specific factors,100070,Relative age of first facial hair,227213,242529,,Male,100570,"ACE touchscreen question ""When did you start to grow facial hair?""  If the participant activated the Help button they were shown the message:        If you are unsure, please provide an estimate or select Do not know.          This question was dropped from the touchscreen protocol on 24/10/2016.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2375,,,,,Categorical single,1
