"FieldID","Category","Path","Field","ValueType","DataCoding","Excluded","CatMultIndicatorFields","CatSingleToCatMult","DateConvert","Participants","Items","Units","Strata","Instances","Array","Notes","Link","phenoCategory","covarType"
20096,100100,"Online follow-up > Diet by 24-hour recall > Alcoholic beverages yesterday","Size of red wine glass drunk","Categorical multiple",82,NA,"20082",NA,NA,59442,87733,"","Derived",5,2,"This field indicates the size(s) of red wine glass the participant consumed yesterday. The data is an amalgamation of 3 individual tick boxes which were asked if the participant indicated they consumed red wine.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20096","Alcoholic beverages yesterday","centerSex"
20097,100100,"Online follow-up > Diet by 24-hour recall > Alcoholic beverages yesterday","Size of rose wine glass drunk","Categorical multiple",82,NA,"20082",NA,NA,10890,12441,"","Derived",5,2,"This field indicates the size(s) of rose wine glass the participant consumed yesterday. The data is an amalgamation of 3 individual tick boxes which were asked if the participant indicated they consumed rose wine.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20097","Alcoholic beverages yesterday","centerSex"
20098,100101,"Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday","Thickness of butter/margarine spread on sliced bread","Categorical multiple",83,NA,"20082",NA,NA,116411,181293,"","Derived",5,3,"This field indicates the thickness(es) the participant spread butter or margarine on to sliced bread yesterday. The data is an amalgamation of 3 individual tick boxes which were asked if the participant indicated they spread butter or margarine on to sliced bread.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20098","Bread/pasta/rice yesterday","centerSex"
20099,100101,"Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday","Thickness of butter/margarine spread on baguettes","Categorical multiple",83,NA,"20082",NA,NA,18459,20319,"","Derived",5,2,"This field indicates the thickness(es) the participant spread butter or margarine on to baguettes yesterday. The data is an amalgamation of 3 individual tick boxes which were asked if the participant indicated they spread butter or margarine on to baguettes.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20099","Bread/pasta/rice yesterday","centerSex"
20100,100101,"Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday","Thickness of butter/margarine spread on large baps","Categorical multiple",83,NA,"20082",NA,NA,5630,5977,"","Derived",5,2,"This field indicates the thickness(es) the participant spread butter or margarine on to large baps yesterday. The data is an amalgamation of 3 individual tick boxes which were asked if the participant indicated they spread butter or margarine on to large baps.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20100","Bread/pasta/rice yesterday","centerSex"
20101,100101,"Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday","Thickness of butter/margarine spread on bread rolls","Categorical multiple",83,NA,"20082",NA,NA,32224,38326,"","Derived",5,2,"This field indicates the thickness(es) the participant spread butter or margarine on to bread rolls yesterday. The data is an amalgamation of 3 individual tick boxes which were asked if the participant indicated they spread butter or margarine on to bread rolls.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20101","Bread/pasta/rice yesterday","centerSex"
20102,100101,"Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday","Thickness of butter/margarine spread on crackers/crispbreads","Categorical multiple",83,NA,"20082",NA,NA,14781,17717,"","Derived",5,2,"This field indicates the thickness(es) the participant spread butter or margarine on to crackers or crispbreads yesterday. The data is an amalgamation of 3 individual tick boxes which were asked if the participant indicated they spread butter or margarine on to crackers or crispbreads.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20102","Bread/pasta/rice yesterday","centerSex"
20103,100101,"Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday","Thickness of butter/margarine spread on oatcakes","Categorical multiple",83,NA,"20082",NA,NA,3479,4080,"","Derived",5,2,"This field indicates the thickness(es) the participant spread butter or margarine on to oatcakes yesterday. The data is an amalgamation of 3 individual tick boxes which were asked if the participant indicated they spread butter or margarine on to oatcakes.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20103","Bread/pasta/rice yesterday","centerSex"
20104,100101,"Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday","Thickness of butter/margarine spread on other bread","Categorical multiple",83,NA,"20082",NA,NA,10031,10954,"","Derived",5,2,"This field indicates the thickness(es) the participant spread butter or margarine on to other breads yesterday. The data is an amalgamation of 3 individual tick boxes which were asked if the participant indicated they spread butter or margarine on to other breads.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20104","Bread/pasta/rice yesterday","centerSex"
20105,100102,"Online follow-up > Diet by 24-hour recall > Cereal yesterday","Liquid used to make porridge","Categorical multiple",84,NA,"20082",NA,NA,47524,78913,"","Derived",5,2,"This field indicates the liquid(s) the participant used to make porridge yesterday. The data is an amalgamation of 2 individual tick boxes which were asked if the participant indicated they consumed porridge.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20105","Cereal yesterday","centerSex"
20106,100109,"Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday","Type of yogurt eaten","Categorical multiple",85,NA,"20082",NA,NA,89398,137717,"","Derived",5,2,"This field indicates the type(s) of yoghurt the participant consumed yesterday. The data is an amalgamation of 2 individual tick boxes which were asked if the participant indicated they consumed yoghurt.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20106","Soup/snacks/pastries yesterday","centerSex"
20107,100034,"UK Biobank Assessment Centre > Touchscreen > Family history","Illnesses of father","Categorical single",1010,NA,"NO_NAN","YES",NA,488082,1239224,"","Primary",4,10,"This field contains the combined results of 2 ACE touchscreen questions, both asked ""Has/did your father ever suffer from? (You can select more than one answer)"" for different sets of illnesses. For convenience, the illnesses were arbitrarily divided into two sets:      Group 1 : Heart disease, Stroke, High blood pressure, Chronic bronchitis/emphysema, Alzheimer's disease/dementia, Diabetes.   Group 2 : Parkinson's disease, Severe Depression, Lung cancer, Bowel cancer, Prostate cancer.     If any of codes -11, -13 or -17 were selected then no additional Group 1 choices were allowed. If any of codes -21, -23 or -27 were selected then no additional Group 2 choices were allowed.  If the participant activated the Help button they were shown the message:     Answer this question for blood relations only. If you are not sure if your father suffered from any of the listed illnesses please select Do not know. If you know your father suffered from certain listed illnesses but are unsure about others, only select the ones you are sure about.      The information was collected from participants who indicated they were not adopted as a child, as defined by their answers to ~F1767~ and who indicated whether their natural father was still alive or had died, as defined by their answers to ~F1797~. Note that although Breast cancer is present in ~C1010~, participants were not presented with this option when selecting Father illnesses.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20107","Family history","centerSex"
20108,100109,"Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday","Ingredients in canned soup","Categorical multiple",86,NA,"20082",NA,NA,19948,24196,"","Derived",5,5,"This field indicates the ingredients in canned soup the participant consumed yesterday. The data is an amalgamation of 5 individual tick boxes which were asked if the participant indicated they consumed canned soup.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20108","Soup/snacks/pastries yesterday","centerSex"
20109,100109,"Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday","Ingredients in homemade soup","Categorical multiple",86,NA,"20082",NA,NA,32728,45285,"","Derived",5,6,"This field indicates the ingredients in homemade soup the participant consumed yesterday. The data is an amalgamation of 5 individual tick boxes which were asked if the participant indicated they consumed homemade soup.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20109","Soup/snacks/pastries yesterday","centerSex"
20110,100034,"UK Biobank Assessment Centre > Touchscreen > Family history","Illnesses of mother","Categorical single",1010,NA,"NO_NAN","YES",NA,492995,1248372,"","Primary",4,11,"This field contains the combined results of 2 ACE touchscreen questions, both asked ""Has/did your mother ever suffer from? (You can select more than one answer)"" for different sets of illnesses. For convenience, the illnesses were arbitrarily divided into two sets:      Group 1 : Heart disease, Stroke, High blood pressure, Chronic bronchitis/emphysema, Alzheimer's disease/dementia, Diabetes.   Group 2 : Parkinson's disease, Severe Depression, Lung cancer, Bowel cancer, Breast cancer.     If any of codes -11, -13 or -17 were selected then no additional Group 1 choices were allowed. If any of codes -21, -23 or -27 were selected then no additional Group 2 choices were allowed.  If the participant activated the Help button they were shown the message:     Answer this question for blood relations only. If you are not sure if your mother suffered from any of the listed illnesses please select Do not know. If you know your mother suffered from certain listed illnesses but are unsure about others, only select the ones you are sure about.      The information was collected from participants who indicated they were not adopted as a child, as defined by their answers to ~F1767~ and who indicated whether their natural mother was still alive or had died, as defined by their answers to ~F1835~. Note that although Prostate cancer is present in ~C1010~, participants were not presented with this option when selecting Mother illnesses.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20110","Family history","centerSex"
